 (3.788530611512109527e-04+5.258349158760381406e-07j), (4.020381217210145224e-04+5.780751588557387624e-07j), (4.022643484774170034e-04+5.786267213946782882e-07j)
 (3.788517434510331938e-04+6.431940167742855629e-07j), (4.020365627984412438e-04+7.070920556749426967e-07j), (4.022627883593189800e-04+7.077666993360497678e-07j)
 (3.788497719808012827e-04+7.867393770230371050e-07j), (4.020342304359443130e-04+8.648951558845988284e-07j), (4.022604542091490665e-04+8.657203319249772189e-07j)
 (3.788468224646420845e-04+9.623083807111569963e-07j), (4.020307410148958724e-04+1.057900376717133831e-06j), (4.022569621148334735e-04+1.058909648433545335e-06j)
 (3.788424098928176069e-04+1.177035072379550462e-06j), (4.020255207865404390e-04+1.293947940802401360e-06j), (4.022517378888468211e-04+1.295182336314732864e-06j)
 (3.788358089868220854e-04+1.439634369651457699e-06j), (4.020177118136305096e-04+1.582613846823279745e-06j), (4.022439229380894970e-04+1.584123504907633633e-06j)
 (3.788259354771412318e-04+1.760745399619267667e-06j), (4.020060315968041116e-04+1.935585527973573591e-06j), (4.022322337833262825e-04+1.937431695297572163e-06j)
 (3.788111690942415409e-04+2.153343594454598928e-06j), (4.019885638467767105e-04+2.367111623687415607e-06j), (4.022147526723904732e-04+2.369369069170877520e-06j)
 (3.787890901226365482e-04+2.633230411369671367e-06j), (4.019624472259793516e-04+2.894534398366045326e-06j), (4.021886160862189795e-04+2.897294314876766878e-06j)
 (3.787560883493820132e-04+3.219606236257928964e-06j), (4.019234136373420370e-04+3.538908725182193296e-06j), (4.021495526802690377e-04+3.542282186170394992e-06j)
 (3.787067849186117447e-04+3.935723766739786178e-06j), (4.018651063090382348e-04+4.325700715219368923e-06j), (4.020912008610843667e-04+4.329822736348337139e-06j)
 (3.786331827446878361e-04+4.809601624937444863e-06j), (4.017780792713398596e-04+5.285536690954636992e-06j), (4.020041075286067550e-04+5.290570900213069981e-06j)
 (3.785234295116169951e-04+5.874743645099337148e-06j), (4.016483440555066332e-04+6.454930140724786065e-06j), (4.018742737332425428e-04+6.461073960541398310e-06j)
 (3.783600419708458011e-04+7.170745856114523216e-06j), (4.014552911995896670e-04+7.876835600996382733e-06j), (4.016810747484905785e-04+7.884325652520457207e-06j)
 (3.781174127631750648e-04+8.743561671803913045e-06j), (4.011687890442612765e-04+9.600741580156734866e-06j), (4.013943569945887971e-04+9.609858672668029580e-06j)
 (3.777584317730401297e-04+1.064501103836494855e-05j), (4.007452900781833562e-04+1.168179093633531732e-05j), (4.009705421608354909e-04+1.169286342602674379e-05j)
 (3.772301712049919067e-04+1.293083870334066589e-05j), (4.001229424607822562e-04+1.417808446146768003e-05j), (4.003477365949184227e-04+1.419148789135239006e-05j)
 (3.764589394099093246e-04+1.565626302315950027e-05j), (3.992161751714868884e-04+1.714491030823703081e-05j), (3.994403156136302666e-04+1.716106013949552300e-05j)
 (3.753458145533606531e-04+1.886764314718577753e-05j), (3.979112502208102505e-04+2.062433762735131312e-05j), (3.981344787915432168e-04+2.064367101161714249e-05j)
 (3.737652466881030201e-04+2.258905165995801241e-05j), (3.960660823675055424e-04+2.462897336605213589e-05j), (3.962880813979430305e-04+2.465191667659625462e-05j)
 (3.715713636505650207e-04+2.680408325064878548e-05j), (3.935199695075548561e-04+2.912083714874088829e-05j), (3.937403918119303475e-04+2.914776122388430864e-05j)
 (3.686179935027388563e-04+3.143741072728515403e-05j), (3.901200229707973955e-04+3.399165346398784330e-05j), (3.903385697524005345e-04+3.402283189156230994e-05j)
 (3.647957829354063464e-04+3.634755631463725640e-05j), (3.857668427053365622e-04+3.905904081517479399e-05j), (3.859834071480433147e-04+3.909464852399575159e-05j)
 (3.600788189666709587e-04+4.134767476365562442e-05j), (3.804677318353806548e-04+4.409789111502165877e-05j), (3.806826050636225489e-04+4.413810066953828087e-05j)
 (3.545554374327213347e-04+4.626405748830811641e-05j), (3.743654181359613864e-04+4.891471391999127296e-05j), (3.745795170728459045e-04+4.895994407095936418e-05j)
 (3.484099426666671553e-04+5.101522940560564861e-05j), (3.677053153330370433e-04+5.343915549841134210e-05j), (3.679203592673436726e-04+5.349049091650853933e-05j)
 (3.418454740078321892e-04+5.566493969355575729e-05j), (3.607374022778620350e-04+5.777597358479546677e-05j), (3.609559525358785044e-04+5.783572372719150934e-05j)
 (3.349841624210781366e-04+6.040701458186642129e-05j), (3.536017729648611085e-04+6.217419464273838737e-05j), (3.538270428112819436e-04+6.224650081912331439e-05j)
 (3.278027361576696841e-04+6.548522572388268761e-05j), (3.462649665032319296e-04+6.692638424656792960e-05j), (3.465002984859127098e-04+6.701771661934563670e-05j)
