 (3.637172554948187161e-04+5.087347543804737169e-07j), (3.863444449314504606e-04+5.564922527272635923e-07j), (3.868987336717879763e-04+5.601961375773236971e-07j)
 (3.637165057360656952e-04+6.222840766033114986e-07j), (3.863435933109122655e-04+6.807007294890551166e-07j), (3.868978740243282600e-04+6.852312753023442498e-07j)
 (3.637153839470665465e-04+7.611751815120846537e-07j), (3.863423191426073287e-04+8.326296389859362083e-07j), (3.868965877987292495e-04+8.381713048673434864e-07j)
 (3.637137055463636210e-04+9.310618507402291481e-07j), (3.863404127886035282e-04+1.018463237679076708e-06j), (3.868946633480479179e-04+1.025241608930095219e-06j)
 (3.637111943977434144e-04+1.138857602070891104e-06j), (3.863375606319255926e-04+1.245763544361313019e-06j), (3.868917840488712303e-04+1.254054474317327566e-06j)
 (3.637074374284531659e-04+1.393015022708151000e-06j), (3.863332935402671148e-04+1.523775702610210453e-06j), (3.868874762715422623e-04+1.533916463970264536e-06j)
 (3.637018167904281190e-04+1.703865918550149103e-06j), (3.863269098319829613e-04+1.863799707890784048e-06j), (3.868810316098124217e-04+1.876202576537701762e-06j)
 (3.636934084986077182e-04+2.084034584126337465e-06j), (3.863173601860962888e-04+2.279641826337221660e-06j), (3.868713906935020760e-04+2.294810594045786926e-06j)
 (3.636808310855503285e-04+2.548938195171152771e-06j), (3.863030758232261744e-04+2.788160779717933658e-06j), (3.868569697369600956e-04+2.806710764687563573e-06j)
 (3.636620198585253623e-04+3.117389539767997427e-06j), (3.862817122794546393e-04+3.409924901072558716e-06j), (3.868354018906608655e-04+3.432607082685819317e-06j)
 (3.636338907107597939e-04+3.812317226212879209e-06j), (3.862497679433791022e-04+4.169996023283264299e-06j), (3.868031521976810698e-04+4.197725941306620456e-06j)
 (3.635918406200705911e-04+4.661615592162573780e-06j), (3.862020175632677752e-04+5.098852036095562761e-06j), (3.867549458379011145e-04+5.132744010049228902e-06j)
 (3.635290081102448114e-04+5.699127930551315622e-06j), (3.861306741402013897e-04+6.233449497142868820e-06j), (3.866829223508370461e-04+6.274856437842937649e-06j)
 (3.634351841342242585e-04+6.965747189650494241e-06j), (3.860241560212426945e-04+7.618404427040447356e-06j), (3.865753916944426188e-04+7.668962848858567509e-06j)
 (3.632952210403825820e-04+8.510578988406045466e-06j), (3.858652888447394063e-04+9.307223077632488159e-06j), (3.864150206361504822e-04+9.368901565594143482e-06j)
